# Simulated Data
# Data set = Simulated data displayed in S4 Fig. panel c
# Spectral Region:
# LEFT = 83.44204 ppm. RIGHT = -83.44204 ppm.
#
# SIZE = 10001 ( = number of points)
#
# In the following ordering is from the 'left' to the 'right' limits!
# Lines beginning with '#' must be considered as comment lines.
#
-83.44204	3.513548
-83.42535	3.274343
-83.40866	3.169729
-83.39197	3.030956
-83.37528	2.830497
-83.35859	2.92643
-83.34191	2.90355
-83.32522	3.010037
-83.30853	2.93785
-83.29184	2.994895
-83.27515	2.99004
-83.25846	2.746536
-83.24178	2.890159
-83.22509	3.117836
-83.2084	2.958732
-83.19171	3.229045
-83.17502	2.906847
-83.15833	2.96874
-83.14164	2.87463
-83.12496	2.991802
-83.10827	3.045596
-83.09158	2.701111
-83.07489	3.019265
-83.0582	3.178274
-83.04151	2.888551
-83.02483	2.862953
-83.00814	3.103083
-82.99145	2.640129
-82.97476	2.818774
-82.95807	2.626098
-82.94138	3.24286
-82.9247	2.779424
-82.90801	2.59016
-82.89132	2.801478
-82.87463	3.118823
-82.85794	2.675013
-82.84125	2.640001
-82.82456	2.72284
-82.80788	3.085697
-82.79119	2.965161
-82.7745	2.934566
-82.75781	3.154698
-82.74112	2.41211
-82.72443	2.986066
-82.70775	2.89028
-82.69106	3.160874
-82.67437	3.215646
-82.65768	2.528573
-82.64099	3.037421
-82.6243	2.831448
-82.60762	3.02893
-82.59093	3.182127
-82.57424	2.603468
-82.55755	2.921491
-82.54086	2.970713
-82.52417	2.777586
-82.50749	2.982202
-82.4908	3.179659
-82.47411	3.041029
-82.45742	2.506192
-82.44073	2.825215
-82.42404	3.074606
-82.40735	2.865888
-82.39067	2.806395
-82.37398	2.900678
-82.35729	2.653754
-82.3406	2.658861
-82.32391	3.12295
-82.30722	3.367218
-82.29054	2.911377
-82.27385	2.757502
-82.25716	3.070335
-82.24047	2.908234
-82.22378	3.193548
-82.20709	2.958156
-82.19041	2.766847
-82.17372	2.878918
-82.15703	3.099511
-82.14034	2.608539
-82.12365	3.635553
-82.10696	2.843627
-82.09027	2.985541
-82.07359	2.846991
-82.0569	3.104696
-82.04021	3.100349
-82.02352	3.009644
-82.00683	3.054182
-81.99014	2.494277
-81.97346	3.153375
-81.95677	3.002521
-81.94008	2.88583
-81.92339	2.680491
-81.9067	3.222161
-81.89001	2.690404
-81.87333	3.051257
-81.85664	2.911635
-81.83995	2.820391
-81.82326	3.185239
-81.80657	2.880167
-81.78988	2.956961
-81.7732	3.531222
-81.75651	3.040271
-81.73982	3.007979
-81.72313	2.522782
-81.70644	2.801991
-81.68975	2.908593
-81.67306	2.982741
-81.65638	2.81484
-81.63969	2.767262
-81.623	2.876741
-81.60631	2.612569
-81.58962	2.663536
-81.57293	2.949617
-81.55625	2.835753
-81.53956	2.839906
-81.52287	2.887039
-81.50618	2.880466
-81.48949	2.604659
-81.4728	3.184867
-81.45612	2.855943
-81.43943	2.432676
-81.42274	2.685987
-81.40605	2.841617
-81.38936	3.024763
-81.37267	3.091404
-81.35599	2.826094
-81.3393	3.004247
-81.32261	3.07714
-81.30592	2.777275
-81.28923	3.059947
-81.27254	2.836051
-81.25585	2.618312
-81.23917	3.138429
-81.22248	2.836053
-81.20579	2.928368
-81.1891	2.800799
-81.17241	2.754421
-81.15572	3.114581
-81.13904	2.997258
-81.12235	2.934974
-81.10566	2.936485
-81.08897	3.147007
-81.07228	2.990563
-81.05559	3.046056
-81.03891	2.877526
-81.02222	2.933162
-81.00553	2.840428
-80.98884	2.841658
-80.97215	2.825648
-80.95546	2.87355
-80.93877	3.410482
-80.92209	3.119404
-80.9054	3.081805
-80.88871	2.982183
-80.87202	2.95746
-80.85533	3.218228
-80.83864	2.633346
-80.82196	3.038467
-80.80527	3.10567
-80.78858	3.164376
-80.77189	2.81399
-80.7552	2.815912
-80.73851	2.857618
-80.72183	3.170172
-80.70514	3.237688
-80.68845	3.112894
-80.67176	2.996219
-80.65507	2.792628
-80.63838	2.882695
-80.6217	2.708652
-80.60501	2.920473
-80.58832	2.823142
-80.57163	3.009701
-80.55494	2.991331
-80.53825	2.733079
-80.52156	2.966829
-80.50488	3.031991
-80.48819	3.050314
-80.4715	3.060076
